ACCESSION,EXPERIMENT,DESIGN,LENGTH,INSTRUMENT,BIOSAMPLE,TAXID,GENOME_ACCESSION,SPECIES,ASSEMBLY
SRR308710,SRX082993,SINGLE,76,Illumina Genome Analyzer IIx,SAMN00668050,106370,GCA_000013345.1,Frankia casuarinae,Complete Genome
SRR308711,SRX082994,SINGLE,76,Illumina Genome Analyzer IIx,SAMN00668051,106370,GCA_000013345.1,Frankia casuarinae,Complete Genome
SRR308712,SRX082995,SINGLE,37,Illumina Genome Analyzer IIx,SAMN00668052,106370,GCA_000013345.1,Frankia casuarinae,Complete Genome
SRR314890,SRX084452,PAIRED,102,Illumina Genome Analyzer II,SAMN00672538,584,GCA_002310895.1,Proteus mirabilis,Complete Genome
SRR314891,SRX084453,PAIRED,102,Illumina Genome Analyzer II,SAMN00672539,584,GCA_002310895.1,Proteus mirabilis,Complete Genome
SRR314892,SRX084454,PAIRED,102,Illumina Genome Analyzer II,SAMN00672540,584,GCA_002310895.1,Proteus mirabilis,Complete Genome
SRR314893,SRX084455,PAIRED,102,Illumina Genome Analyzer II,SAMN00672541,584,GCA_002310895.1,Proteus mirabilis,Complete Genome
SRR331094,SRX091926,PAIRED,152,Illumina Genome Analyzer IIx,SAMN00709466,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR331095,SRX091927,PAIRED,152,Illumina Genome Analyzer IIx,SAMN00709467,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR331096,SRX091928,PAIRED,152,Illumina Genome Analyzer IIx,SAMN00709468,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR331097,SRX091929,PAIRED,152,Illumina Genome Analyzer IIx,SAMN00709469,470,GCA_900088705.1,Acinetobacter baumannii,Complete Genome
SRR333524,SRX093083,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714011,1042403,GCA_000220885.1,Bifidobacterium animalis subsp. lactis CNCM I-2494,Complete Genome
SRR333525,SRX093084,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714012,1042403,GCA_000220885.1,Bifidobacterium animalis subsp. lactis CNCM I-2494,Complete Genome
SRR333526,SRX093085,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714013,1042403,GCA_000220885.1,Bifidobacterium animalis subsp. lactis CNCM I-2494,Complete Genome
SRR333527,SRX093086,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714014,1042403,GCA_000220885.1,Bifidobacterium animalis subsp. lactis CNCM I-2494,Complete Genome
SRR333591,SRX093150,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714082,1585,GCA_900196735.1,Lactobacillus delbrueckii subsp. bulgaricus,Complete Genome
SRR333592,SRX093151,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714083,1585,GCA_900196735.1,Lactobacillus delbrueckii subsp. bulgaricus,Complete Genome
SRR333593,SRX093152,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714043,1585,GCA_900196735.1,Lactobacillus delbrueckii subsp. bulgaricus,Complete Genome
SRR333594,SRX093153,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714047,1585,GCA_900196735.1,Lactobacillus delbrueckii subsp. bulgaricus,Complete Genome
SRR333595,SRX093154,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714051,1585,GCA_900196735.1,Lactobacillus delbrueckii subsp. bulgaricus,Complete Genome
SRR333596,SRX093155,SINGLE,32,Illumina Genome Analyzer IIx,SAMN00714055,1585,GCA_900196735.1,Lactobacillus delbrueckii subsp. bulgaricus,Complete Genome
SRR334177,SRX093375,PAIRED,100,Illumina Genome Analyzer IIx,SAMN00714250,1423,GCA_002290305.1,Bacillus subtilis,Complete Genome
SRR334178,SRX093376,PAIRED,100,Illumina Genome Analyzer IIx,SAMN00714251,1423,GCA_002290305.1,Bacillus subtilis,Complete Genome
SRR342473,SRX096493,SINGLE,75,Illumina Genome Analyzer IIx,SAMN00716530,290402,GCA_000016965.1,Clostridium beijerinckii NCIMB 8052,Complete Genome
SRR342474,SRX096494,SINGLE,75,Illumina Genome Analyzer IIx,SAMN00716531,290402,GCA_000016965.1,Clostridium beijerinckii NCIMB 8052,Complete Genome
SRR342475,SRX096495,SINGLE,75,Illumina Genome Analyzer IIx,SAMN00716532,290402,GCA_000016965.1,Clostridium beijerinckii NCIMB 8052,Complete Genome
SRR342476,SRX096496,SINGLE,75,Illumina Genome Analyzer IIx,SAMN00716533,290402,GCA_000016965.1,Clostridium beijerinckii NCIMB 8052,Complete Genome
SRR342477,SRX096497,SINGLE,75,Illumina Genome Analyzer IIx,SAMN00716534,290402,GCA_000016965.1,Clostridium beijerinckii NCIMB 8052,Complete Genome
SRR342478,SRX096498,SINGLE,75,Illumina Genome Analyzer IIx,SAMN00716535,290402,GCA_000016965.1,Clostridium beijerinckii NCIMB 8052,Complete Genome
SRR342833,SRX096744,SINGLE,59,Illumina HiSeq 2000,SAMN00716612,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342837,SRX096746,SINGLE,36,Illumina HiSeq 2000,SAMN00716614,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342838,SRX096746,SINGLE,36,Illumina HiSeq 2000,SAMN00716614,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342840,SRX096748,SINGLE,59,Illumina HiSeq 2000,SAMN00716616,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342844,SRX096750,SINGLE,36,Illumina HiSeq 2000,SAMN00716618,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342845,SRX096750,SINGLE,36,Illumina HiSeq 2000,SAMN00716618,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342847,SRX096752,SINGLE,59,Illumina HiSeq 2000,SAMN00716620,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342851,SRX096754,SINGLE,36,Illumina HiSeq 2000,SAMN00716622,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342852,SRX096754,SINGLE,36,Illumina HiSeq 2000,SAMN00716622,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342855,SRX096756,SINGLE,36,Illumina HiSeq 2000,SAMN00716624,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342856,SRX096756,SINGLE,36,Illumina HiSeq 2000,SAMN00716624,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342859,SRX096758,SINGLE,36,Illumina HiSeq 2000,SAMN00716626,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342860,SRX096758,SINGLE,36,Illumina HiSeq 2000,SAMN00716626,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342863,SRX096760,SINGLE,36,Illumina HiSeq 2000,SAMN00716628,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR342864,SRX096760,SINGLE,36,Illumina HiSeq 2000,SAMN00716628,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR345260,SRX097308,PAIRED,98,Illumina Genome Analyzer II,SAMN00718800,331111,GCA_000017745.1,Escherichia coli O139:H28 str. E24377A,Complete Genome
SRR345261,SRX097309,PAIRED,98,Illumina Genome Analyzer II,SAMN00718801,331111,GCA_000017745.1,Escherichia coli O139:H28 str. E24377A,Complete Genome
SRR516956,SRX156696,PAIRED,202,Illumina Genome Analyzer IIx,SAMN00727645,399726,GCA_000019065.1,Thermoanaerobacter sp. X514,Complete Genome
SRR516957,SRX156697,PAIRED,202,Illumina Genome Analyzer IIx,SAMN00727645,399726,GCA_000019065.1,Thermoanaerobacter sp. X514,Complete Genome
SRR516958,SRX156698,PAIRED,202,Illumina Genome Analyzer IIx,SAMN00727644,399726,GCA_000019065.1,Thermoanaerobacter sp. X514,Complete Genome
SRR516959,SRX156699,PAIRED,202,Illumina Genome Analyzer IIx,SAMN00727644,399726,GCA_000019065.1,Thermoanaerobacter sp. X514,Complete Genome
SRR516960,SRX156700,PAIRED,202,Illumina Genome Analyzer IIx,SAMN01083906,399726,GCA_000019065.1,Thermoanaerobacter sp. X514,Complete Genome
SRR358747,SRX103228,SINGLE,35,Illumina Genome Analyzer,SAMN00744388,511145,GCA_002843685.1,Escherichia coli str. K-12 substr. MG1655,Complete Genome
SRR358748,SRX103230,SINGLE,35,Illumina Genome Analyzer,SAMN00744389,90371,GCA_900184385.1,Salmonella enterica subsp. enterica serovar Typhimurium,Complete Genome
SRR364363,SRX105574,SINGLE,43,Illumina Genome Analyzer II,SAMN00754037,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR364364,SRX105575,SINGLE,43,Illumina Genome Analyzer II,SAMN00754038,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR364365,SRX105576,SINGLE,43,Illumina Genome Analyzer II,SAMN00754039,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR364366,SRX105577,SINGLE,43,Illumina Genome Analyzer II,SAMN00754040,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR364367,SRX105578,SINGLE,43,Illumina Genome Analyzer II,SAMN00754041,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR364368,SRX105579,SINGLE,43,Illumina Genome Analyzer II,SAMN00754042,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR364369,SRX105580,SINGLE,43,Illumina Genome Analyzer II,SAMN00754043,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR364370,SRX105581,SINGLE,43,Illumina Genome Analyzer II,SAMN00754044,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR387923,SRX110596,SINGLE,50,AB SOLiD System 3.0,SAMN00761969,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387924,SRX110597,SINGLE,50,AB SOLiD System 3.0,SAMN00761970,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387925,SRX110598,SINGLE,50,AB SOLiD System 3.0,SAMN00761971,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387926,SRX110599,SINGLE,50,AB SOLiD System 3.0,SAMN00761972,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387927,SRX110600,SINGLE,50,AB SOLiD System 3.0,SAMN00761973,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387928,SRX110601,SINGLE,50,AB SOLiD System 3.0,SAMN00761974,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387929,SRX110602,SINGLE,50,AB SOLiD System 3.0,SAMN00761975,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387930,SRX110603,SINGLE,50,AB SOLiD System 3.0,SAMN00761976,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387931,SRX110604,SINGLE,50,AB SOLiD System 3.0,SAMN00761977,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR387932,SRX110605,SINGLE,50,AB SOLiD System 3.0,SAMN00761978,837,GCA_002754155.1,Porphyromonas gingivalis,Complete Genome
SRR389178,SRX111307,SINGLE,50,AB SOLiD 4 System,SAMN00765186,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR389180,SRX111308,SINGLE,50,AB SOLiD 4 System,SAMN00765187,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR389819,SRX111569,PAIRED,202,Illumina HiSeq 2000,SAMN00765583,511145,GCA_002843685.1,Escherichia coli str. K-12 substr. MG1655,Complete Genome
SRR389820,SRX111570,PAIRED,102,Illumina HiSeq 2000,SAMN00765584,511145,GCA_002843685.1,Escherichia coli str. K-12 substr. MG1655,Complete Genome
SRR390316,SRX111846,PAIRED,180,Illumina HiSeq 2000,SAMN00765696,1308,GCA_900094135.1,Streptococcus thermophilus,Complete Genome
SRR390317,SRX111847,PAIRED,180,Illumina HiSeq 2000,SAMN00765697,1308,GCA_900094135.1,Streptococcus thermophilus,Complete Genome
SRR390354,SRX111863,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00765699,274,GCA_002355995.1,Thermus thermophilus,Complete Genome
SRR390355,SRX111864,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00765700,274,GCA_002355995.1,Thermus thermophilus,Complete Genome
SRR390356,SRX111865,SINGLE,101,Illumina HiSeq 2000,SAMN00765701,274,GCA_002355995.1,Thermus thermophilus,Complete Genome
SRR390357,SRX111866,SINGLE,101,Illumina HiSeq 2000,SAMN00765702,274,GCA_002355995.1,Thermus thermophilus,Complete Genome
SRR390358,SRX111867,SINGLE,101,Illumina HiSeq 2000,SAMN00765703,274,GCA_002355995.1,Thermus thermophilus,Complete Genome
SRR390359,SRX111868,SINGLE,101,Illumina HiSeq 2000,SAMN00765704,274,GCA_002355995.1,Thermus thermophilus,Complete Genome
SRR402080,SRX117710,SINGLE,76,Illumina Genome Analyzer II,SAMN00778984,584721,GCA_000259545.1,Pasteurella multocida subsp. multocida str. 3480,Complete Genome
SRR402081,SRX117710,SINGLE,76,Illumina Genome Analyzer II,SAMN00778984,584721,GCA_000259545.1,Pasteurella multocida subsp. multocida str. 3480,Complete Genome
SRR404304,SRX118608,SINGLE,35,Illumina Genome Analyzer II,SAMN00780328,563178,GCA_000021085.1,Buchnera aphidicola str. 5A (Acyrthosiphon pisum),Complete Genome
SRR404306,SRX118610,SINGLE,35,Illumina Genome Analyzer II,SAMN00780330,1005090,GCA_000225445.1,Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),Complete Genome
SRR404307,SRX118611,SINGLE,35,Illumina Genome Analyzer II,SAMN00780331,1005057,GCA_000225465.1,Buchnera aphidicola str. Ua (Uroleucon ambrosiae),Complete Genome
SRR404308,SRX118612,SINGLE,35,Illumina Genome Analyzer II,SAMN00780332,198804,GCA_000007365.1,Buchnera aphidicola str. Sg (Schizaphis graminum),Complete Genome
SRR407274,SRX119208,SINGLE,50,Illumina HiSeq 2000,SAMN00783867,511145,GCA_002843685.1,Escherichia coli str. K-12 substr. MG1655,Complete Genome
SRR407275,SRX119208,SINGLE,50,Illumina HiSeq 2000,SAMN00783867,511145,GCA_002843685.1,Escherichia coli str. K-12 substr. MG1655,Complete Genome
SRR407276,SRX119209,SINGLE,50,Illumina HiSeq 2000,SAMN00783868,511145,GCA_002843685.1,Escherichia coli str. K-12 substr. MG1655,Complete Genome
SRR407277,SRX119209,SINGLE,50,Illumina HiSeq 2000,SAMN00783868,511145,GCA_002843685.1,Escherichia coli str. K-12 substr. MG1655,Complete Genome
SRR407278,SRX119210,SINGLE,50,Illumina HiSeq 2000,SAMN00783869,224308,GCA_000789275.1,Bacillus subtilis subsp. subtilis str. 168,Complete Genome
SRR407279,SRX119211,SINGLE,50,Illumina HiSeq 2000,SAMN00783870,224308,GCA_000789275.1,Bacillus subtilis subsp. subtilis str. 168,Complete Genome
SRR407280,SRX119212,SINGLE,50,Illumina HiSeq 2000,SAMN00783871,224308,GCA_000789275.1,Bacillus subtilis subsp. subtilis str. 168,Complete Genome
SRR407281,SRX119212,SINGLE,50,Illumina HiSeq 2000,SAMN00783871,224308,GCA_000789275.1,Bacillus subtilis subsp. subtilis str. 168,Complete Genome
SRR407282,SRX119213,SINGLE,50,Illumina HiSeq 2000,SAMN00783872,679895,GCA_000750555.1,Escherichia coli BW25113,Complete Genome
SRR407283,SRX119214,SINGLE,50,Illumina HiSeq 2000,SAMN00783873,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR408496,SRX119991,SINGLE,36,Illumina Genome Analyzer,SAMN00789125,83333,GCA_001559675.1,Escherichia coli K-12,Complete Genome
SRR408497,SRX119992,SINGLE,36,Illumina Genome Analyzer,SAMN00789126,83333,GCA_001559675.1,Escherichia coli K-12,Complete Genome
SRR408498,SRX119993,SINGLE,36,Illumina Genome Analyzer,SAMN00789127,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR408499,SRX119994,SINGLE,36,Illumina Genome Analyzer,SAMN00789128,573,GCA_002848605.1,Klebsiella pneumoniae,Complete Genome
SRR413855,SRX122214,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792283,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413856,SRX122215,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792284,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413857,SRX122216,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792285,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413858,SRX122216,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792285,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413859,SRX122216,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792285,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413860,SRX122217,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792286,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413861,SRX122217,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792286,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413862,SRX122217,SINGLE,34,Illumina Genome Analyzer IIx,SAMN00792286,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413863,SRX122218,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792287,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413864,SRX122218,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792287,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413865,SRX122218,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792287,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413866,SRX122218,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792287,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413867,SRX122218,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792287,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413868,SRX122219,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792288,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413869,SRX122219,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792288,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413870,SRX122219,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792288,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413871,SRX122219,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792288,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413872,SRX122219,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792288,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413873,SRX122220,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00792289,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413874,SRX122221,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00792290,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413875,SRX122222,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00792291,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413876,SRX122223,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00792292,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413877,SRX122224,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792293,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413878,SRX122224,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792293,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413879,SRX122224,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792293,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413880,SRX122225,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792294,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413881,SRX122225,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792294,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413882,SRX122225,SINGLE,39,Illumina Genome Analyzer IIx,SAMN00792294,169963,GCA_000196035.1,Listeria monocytogenes EGD-e,Complete Genome
SRR413883,SRX122226,SINGLE,38,Illumina Genome Analyzer IIx,SAMN00792295,272626,GCA_000195795.1,Listeria innocua Clip11262,Complete Genome
SRR413884,SRX122227,SINGLE,38,Illumina Genome Analyzer IIx,SAMN00792296,272626,GCA_000195795.1,Listeria innocua Clip11262,Complete Genome
SRR413885,SRX122228,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00792297,272626,GCA_000195795.1,Listeria innocua Clip11262,Complete Genome
SRR413886,SRX122229,SINGLE,36,Illumina Genome Analyzer IIx,SAMN00792298,272626,GCA_000195795.1,Listeria innocua Clip11262,Complete Genome
SRR427120,SRX125287,PAIRED,200,Illumina Genome Analyzer II,SAMN00794624,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427121,SRX125287,PAIRED,200,Illumina Genome Analyzer II,SAMN00794624,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427122,SRX125287,PAIRED,200,Illumina Genome Analyzer II,SAMN00794624,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427123,SRX125288,PAIRED,200,Illumina Genome Analyzer II,SAMN00794625,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427124,SRX125288,PAIRED,200,Illumina Genome Analyzer II,SAMN00794625,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427125,SRX125288,PAIRED,200,Illumina Genome Analyzer II,SAMN00794625,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427126,SRX125289,PAIRED,200,Illumina Genome Analyzer II,SAMN00794626,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427127,SRX125289,PAIRED,200,Illumina Genome Analyzer II,SAMN00794626,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427128,SRX125289,PAIRED,200,Illumina Genome Analyzer II,SAMN00794626,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427129,SRX125290,PAIRED,200,Illumina Genome Analyzer II,SAMN00794627,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427130,SRX125290,PAIRED,200,Illumina Genome Analyzer II,SAMN00794627,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR427131,SRX125290,PAIRED,200,Illumina Genome Analyzer II,SAMN00794627,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR441575,SRX127959,SINGLE,0,454 GS FLX Titanium,SAMN00809290,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR441576,SRX127960,SINGLE,0,454 GS FLX Titanium,SAMN00809291,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR441577,SRX127961,SINGLE,0,454 GS FLX Titanium,SAMN00809292,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR441578,SRX127962,SINGLE,0,454 GS FLX Titanium,SAMN00809293,287,GCA_900243355.1,Pseudomonas aeruginosa,Complete Genome
SRR441579,SRX127963,SINGLE,36,Illumina Genome Analyzer II,SAMN00809294,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR441580,SRX127964,SINGLE,36,Illumina Genome Analyzer II,SAMN00809295,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR441581,SRX127965,PAIRED,152,Illumina Genome Analyzer II,SAMN00809296,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR441582,SRX127966,SINGLE,36,Illumina Genome Analyzer II,SAMN00809297,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR441583,SRX127967,PAIRED,152,Illumina Genome Analyzer II,SAMN00809298,562,GCA_900186905.1,Escherichia coli,Complete Genome
SRR441584,SRX127968,SINGLE,36,Illumina Genome Analyzer II,SAMN00809299,562,GCA_900186905.1,Escherichia coli,Complete Genome
